ISBN,Title,Voulme_NO,Edition,category,Price,AuthName,Publisher_ID,Published_year
9788493927455,The Wind In Willows,3,2nd edition,Fiction,$14.25 ,Kenneth Grahame,PID101,2019
9788412299229,Being and Time,3,4th edition,Philosophy,$17.25 ,Martin Heldegger,PID127,1994
9788418037238,The Republic,3,5th edition,Philosophy,$16.50 ,Rocha Pereia,PID101,1983
9788445011577,Critique For Pure Reason,3,5th edition,Philosophy,$14.75 ,Paul Guyer,PID101,2001
9788416517602,The Prince,3,3rd edition,Philosophy,$17.25 ,Rufus Godwin,PID101,2016
9788412382631,Ethics,3,2nd edition,Philosophy,$13.50 ,Stuart Hampshire,PID128,2001
9788445008027,Long Walk To Freedom,3,1st edition,Autobiography,$14.25 ,Nelson Mandela,PID109,1980
9788445008393,The Dairy Of Young Girl,3,7th edition,Autobiography,$13.45 ,Anne Frank,PID129,2000
2910024779746,Mark Twain,3,5th edition,Autobiography,$12 ,Mark Twain,PID130,2004
9788491296270,Mein Kampf,3,1st edition,Autobiography,$14.25 ,Adolf Hitler,PID131,1972
9788418040016,Freakonomics,3,1st edition,Economics,$17.25 ,Steveb D.Levit,PID132,2003
9788427049482,Thinking Fast and Slow,3,4th edition,Economics,$16.50 ,Daniel Kahneman,PID133,1967
9788491876939,Tell You About Capitalism,3,2nd edition,Economics,$14.75 ,HA-Joon Chang,PID134,1991
9788494957444,Animal Spirits,3,1st edition,Economics,$17.25 ,Akerlof and Shiller,PID135,2005
9788498891157,The Black Swan,3,1st edition,Economics,$13.50 ,Nassim Nicholas Taleb,PID120,2018
9788417477684,1984,3,3rd edition,Story,$14.25 ,George Orwell,PID136,2006
9788401352331,The Lord Of Wings ,3,4th edition,Story,$13.45 ,J.R.R.Tolken,PID106,1978
9788490563786,Kite Runner,3,4th edition,Story,$12 ,Khaled Hosseini,PID137,2000
9788494534867,Harry Potter,3,2nd edition,Story,$14.25 ,J.K.Rowling,PID134,2015
9788433998248,The Book Theif,3,8th editiion,Story,$17.25 ,Markus Zusak,PID138,1999
9788460863939,History Of 20th Century,3,1st edition,History,$16.50 ,Martin Gilbert,PID132,2013
9788445007020,"Guns,Germs,and Steel",3,3rd edition,History,$14.75 ,Jared Daimond,PID139,2021
9788408213789,A World lit Only by Fire,3,2nd edition,History,$17.25 ,William Manchestar,PID109,1980
9788445006030,The Crusades ,3,1st edition,History,$13.50 ,Thomas Asbridge,PID116,1876
9788416517244,Over The Edge Of The World,3,1st edition,History,$14.25 ,Laurence,PID132,1981
9788401024061,A Beautiful Mind ,3,1st edition,Biography,$13.45 ,Sylvia Nasar,PID101,1998
9788401024290,The Enigma,3,5th edition,Biography,$12 ,Andrew Hodges,PID135,1983
9788412059915,Alexander Hamilton,3,3rd edition,Biography,$14.25 ,Ron Chernow,PID140,2004
9788491817345,Barracoon,3,7th edition,Biography,$17.25 ,Zora Neale Hurston,PID141,2018
9788466664738,CHURCHILL : A Life,3,1st edition,Biography,$16.50 ,MArtin Glibert,PID142,1991
9788413174280,A Tale of Two Cities,3,3rd edition,Historical novel,$14.75 ,Charles Dickens,PID143,1859
9787508630069,Steve Jobs,4,1st edition,Biography,$13.45 ,Walter Issacson,PID101,2011
9781508631576,Discovery of India,4,3rd edition,History,$12 ,Jawaharlal Nehru,PID102,1946
9783873481428,My Experiments with Truth,4,1st edition,Autobiography,$14.25 ,Mahatma Gandhi,PID103,1925
9788126503643,Object Oriented Programming with C++,4,6th edition,Education,$17.25 ,E Balagurusamy,PID104,2001
9788584521661,Thinking with type,4,2nd edition,Arts,$16.50 ,Ellen Lupton,PID105,2004
9788416965328,The Photographer's,4,3rd edition,Photography,$14.75 ,Lindsay Adler,PID106,2022
9780449203651,Think and Grow,4,5th edition,Economics,$17.25 ,Napoleon Hill,PID101,1937
9780712656870,The Fifth Discipline : The Art,4,1st edition,Management,$13.50 ,Peter M.Senge,PID107,2006
9788430933808,A Theory of Justice,4,1st edition,Law,$14.25 ,John Rawls,PID108,1971
9788484454816,Eat to Live,4,2nd edition,Health,$13.45 ,Joel Fuhrman,PID109,1999
9781406366389,City of Heavenly Fire,4,4th edition,Fiction,$12 ,Cassandra Clare,PID110,2012
9780552154017,Da Vinci Code,4,4th edition,Fiction,$14.25 ,Dan Brown,PID107,2006
9788804682592,War and Peace,4,5th edition,Philosophical fiction,$17.25 ,Leo Tolstoy,PID111,1882
9781530096415,Python For All,4,7th edition,Education,$16.50 ,John Shovic,PID112,1948
9781548987824,Automate The Boring Stuff With Python,4,1st edition,Education,$14.75 ,Al Sweigart,PID113,1998
9781338039238,Wings Of Fire,4,1st edition,Autobiography,$17.25 ,APJ Abdul Kalam,PID114,2001
9786052361450,Ikigai,4,1st edition,Personal Development,$13.50 ,Hector Garcia,PID115,2017
9788417347628,Who Will Cry When You Will Die,4,1st edition,Personal Development,$14.25 ,Robin Sharma,PID116,1992
9788498891232,Rich Dad Poor Dad,4,3rd edition,Business,$13.45 ,Robert T. Kiyosaki,PID117,2009
9788445009772,Immortals of Meluha,4,2nd edition,High Fantasy,$12 ,Amish Tirpathi,PID118,2003
9788445009819,A Brief History Of Time,4,3rd edition,SPACE,$14.25 ,Stephen Hawking,PID119,2021
9788418435577,I Know Why The Cage Bird Sings,4,1st edition,Story,$17.25 ,Maya Anguelo,PID120,2011
9788417834968,Lord Of Files,4,5th edition,Fiction,$16.50 ,William Golding,PID121,1988
9788416517411,Loara Dune,4,6th edition,Fiction,$14.75 ,R. D Blackmore,PID122,2002
9788413620787,Jamacia Inn,4,1st edition,Fiction,$17.25 ,Daphne,PID123,2001
9788418123115,Kidnapped,4,1st edition,Fiction,$13.50 ,Robert Louis,PID124,2007
9788466347921,Treasure Island,4,2nd edition,Fiction,$14.25 ,Robert Louis,PID101,1986
9788491739074,The Call Of Wild,4,2nd edition,Fiction,$13.45 ,Jack London,PID125,1999
9788418260391,Charlottes Web,4,6th edition,Fiction,$12 ,E. B White,PID126,2000
9788418152078,The Wind In Willows,4,2nd edition,Fiction,$14.25 ,Kenneth Grahame,PID101,2019
9788466662666,Being and Time,4,4th edition,Philosophy,$17.25 ,Martin Heldegger,PID127,1994
9788498294163,The Republic,4,5th edition,Philosophy,$16.50 ,Rocha Pereia,PID101,1983
9788477028796,Critique For Pure Reason,4,5th edition,Philosophy,$14.75 ,Paul Guyer,PID101,2001
9788499986258,The Prince,4,3rd edition,Philosophy,$17.25 ,Rufus Godwin,PID101,2016
9788494823459,Ethics,4,2nd edition,Philosophy,$13.50 ,Stuart Hampshire,PID128,2001
9788415618836,Long Walk To Freedom,4,1st edition,Autobiography,$14.25 ,Nelson Mandela,PID109,1980
9788417103583,The Dairy Of Young Girl,4,7th edition,Autobiography,$13.45 ,Anne Frank,PID129,2000
9788498891270,Mark Twain,4,5th edition,Autobiography,$12 ,Mark Twain,PID130,2004
9788417834524,Mein Kampf,4,1st edition,Autobiography,$14.25 ,Adolf Hitler,PID131,1972
9788491818038,Freakonomics,4,1st edition,Economics,$17.25 ,Steveb D.Levit,PID132,2003
9788445008317,Thinking Fast and Slow,4,4th edition,Economics,$16.50 ,Daniel Kahneman,PID133,1967
9788445008263,Tell You About Capitalism,4,2nd edition,Economics,$14.75 ,HA-Joon Chang,PID134,1991
9788417125844,Animal Spirits,4,1st edition,Economics,$17.25 ,Akerlof and Shiller,PID135,2005
9788445008225,The Black Swan,4,1st edition,Economics,$13.50 ,Nassim Nicholas Taleb,PID120,2018
9788413411781,1984,4,3rd edition,Story,$14.25 ,George Orwell,PID136,2006
9788494788079,The Lord Of Wings ,4,4th edition,Story,$13.45 ,J.R.R.Tolken,PID106,1978
9788491468899,Kite Runner,4,4th edition,Story,$12 ,Khaled Hosseini,PID137,2000
9788445005507,Harry Potter,4,2nd edition,Story,$14.25 ,J.K.Rowling,PID134,2015
9788401022166,The Book Theif,4,8th editiion,Story,$17.25 ,Markus Zusak,PID138,1999
9788417347208,History Of 20th Century,4,1st edition,History,$16.50 ,Martin Gilbert,PID132,2013
9788416224982,"Guns,Germs,and Steel",4,3rd edition,History,$14.75 ,Jared Daimond,PID139,2021
9788415618690,A World lit Only by Fire,4,2nd edition,History,$17.25 ,William Manchestar,PID109,1980
9788416665129,The Crusades ,4,1st edition,History,$13.50 ,Thomas Asbridge,PID116,1876
9788415618683,Over The Edge Of The World,4,1st edition,History,$14.25 ,Laurence,PID132,1981
9788491046875,A Beautiful Mind ,4,1st edition,Biography,$13.45 ,Sylvia Nasar,PID101,1998
9788466660884,The Enigma,4,5th edition,Biography,$12 ,Andrew Hodges,PID135,1983
9788466659628,Alexander Hamilton,4,3rd edition,Biography,$14.25 ,Ron Chernow,PID140,2004
9788416858217,Barracoon,4,7th edition,Biography,$17.25 ,Zora Neale Hurston,PID141,2018
9788445008416,CHURCHILL : A Life,4,1st edition,Biography,$16.50 ,MArtin Glibert,PID142,1991
9788419168023,A Tale of Two Cities,4,3rd edition,Historical novel,$14.75 ,Charles Dickens,PID143,1859
9788804680246,Steve Jobs,5,1st edition,Biography,$13.45 ,Walter Issacson,PID101,2011
9780210226292,Discovery of India,5,3rd edition,History,$12 ,Jawaharlal Nehru,PID102,1946
9780934676687,My Experiments with Truth,5,1st edition,Autobiography,$14.25 ,Mahatma Gandhi,PID103,1925
9781482776034,Object Oriented Programming with C++,5,6th edition,Education,$17.25 ,E Balagurusamy,PID104,2001
9781616890223,Thinking with type,5,2nd edition,Arts,$16.50 ,Ellen Lupton,PID105,2004
9788480768436,The Photographer's,5,3rd edition,Photography,$14.75 ,Lindsay Adler,PID106,2022
9780449214923,Think and Grow,5,5th edition,Economics,$17.25 ,Napoleon Hill,PID101,1937
9781905211203,The Fifth Discipline : The Art,5,1st edition,Management,$13.50 ,Peter M.Senge,PID107,2006
9788430954568,A Theory of Justice,5,1st edition,Law,$14.25 ,John Rawls,PID108,1971
9788862295963,Eat to Live,5,2nd edition,Health,$13.45 ,Joel Fuhrman,PID109,1999
9781406366389,City of Heavenly Fire,5,4th edition,Fiction,$12 ,Cassandra Clare,PID110,2012
9780552169929,Da Vinci Code,5,4th edition,Fiction,$14.25 ,Dan Brown,PID107,2006
9788807901461,War and Peace,5,5th edition,Philosophical fiction,$17.25 ,Leo Tolstoy,PID111,1882
9781537947631,Python For All,5,7th edition,Education,$16.50 ,John Shovic,PID112,1948
9787115551870,Automate The Boring Stuff With Python,5,1st edition,Education,$14.75 ,Al Sweigart,PID113,1998
9781338256338,Wings Of Fire,5,1st edition,Autobiography,$17.25 ,APJ Abdul Kalam,PID114,2001
9789390085590,Ikigai,5,1st edition,Personal Development,$13.50 ,Hector Garcia,PID115,2017
9788412315349,Who Will Cry When You Will Die,5,1st edition,Personal Development,$14.25 ,Robin Sharma,PID116,1992
9788419343048,Rich Dad Poor Dad,5,3rd edition,Business,$13.45 ,Robert T. Kiyosaki,PID117,2009
9788445013120,Immortals of Meluha,5,2nd edition,High Fantasy,$12 ,Amish Tirpathi,PID118,2003
9788416517596,A Brief History Of Time,5,3rd edition,SPACE,$14.25 ,Stephen Hawking,PID119,2021
9788445012383,I Know Why The Cage Bird Sings,5,1st edition,Story,$17.25 ,Maya Anguelo,PID120,2011
9788412520521,Lord Of Files,5,5th edition,Fiction,$16.50 ,William Golding,PID121,1988
9788412538403,Loara Dune,5,6th edition,Fiction,$14.75 ,R. D Blackmore,PID122,2002
9788412498608,Jamacia Inn,5,1st edition,Fiction,$17.25 ,Daphne,PID123,2001
9788419039224,Kidnapped,5,1st edition,Fiction,$13.50 ,Robert Louis,PID124,2007
9788445013700,Treasure Island,5,2nd edition,Fiction,$14.25 ,Robert Louis,PID101,1986
9788445011751,The Call Of Wild,5,2nd edition,Fiction,$13.45 ,Jack London,PID125,1999
9788411282239,Charlottes Web,5,6th edition,Fiction,$12 ,E. B White,PID126,2000
9788412281330,The Wind In Willows,5,2nd edition,Fiction,$14.25 ,Kenneth Grahame,PID101,2019
9788427050457,Being and Time,5,4th edition,Philosophy,$17.25 ,Martin Heldegger,PID127,1994
9788412560152,The Republic,5,5th edition,Philosophy,$16.50 ,Rocha Pereia,PID101,1983
9788491296331,Critique For Pure Reason,5,5th edition,Philosophy,$14.75 ,Paul Guyer,PID101,2001
9788419207340,The Prince,5,3rd edition,Philosophy,$17.25 ,Rufus Godwin,PID101,2016
9788445010006,Ethics,5,2nd edition,Philosophy,$13.50 ,Stuart Hampshire,PID128,2001
9788411121170,Long Walk To Freedom,5,1st edition,Autobiography,$14.25 ,Nelson Mandela,PID109,1980
9788498271522,The Dairy Of Young Girl,5,7th edition,Autobiography,$13.45 ,Anne Frank,PID129,2000
9788493695057,Mark Twain,5,5th edition,Autobiography,$12 ,Mark Twain,PID130,2004
9788415130093,Mein Kampf,5,1st edition,Autobiography,$14.25 ,Adolf Hitler,PID131,1972
9788493868925,Freakonomics,5,1st edition,Economics,$17.25 ,Steveb D.Levit,PID132,2003
9788492403097,Thinking Fast and Slow,5,4th edition,Economics,$16.50 ,Daniel Kahneman,PID133,1967
9788483810248,Tell You About Capitalism,5,2nd edition,Economics,$14.75 ,HA-Joon Chang,PID134,1991
9788498271126,Animal Spirits,5,1st edition,Economics,$17.25 ,Akerlof and Shiller,PID135,2005
9788477025870,The Black Swan,5,1st edition,Economics,$13.50 ,Nassim Nicholas Taleb,PID120,2018
9788498890457,1984,5,3rd edition,Story,$14.25 ,George Orwell,PID136,2006
9788496434028,The Lord Of Wings ,5,4th edition,Story,$13.45 ,J.R.R.Tolken,PID106,1978
9788493524555,Kite Runner,5,4th edition,Story,$12 ,Khaled Hosseini,PID137,2000
9788475068688,Harry Potter,5,2nd edition,Story,$14.25 ,J.K.Rowling,PID134,2015
9788493585716,The Book Theif,5,8th editiion,Story,$17.25 ,Markus Zusak,PID138,1999
9788448032319,History Of 20th Century,5,1st edition,History,$16.50 ,Martin Gilbert,PID132,2013
9788445012222,"Guns,Germs,and Steel",5,3rd edition,History,$14.75 ,Jared Daimond,PID139,2021
9788416517664,A World lit Only by Fire,5,2nd edition,History,$17.25 ,William Manchestar,PID109,1980
9788418037160,The Crusades ,5,1st edition,History,$13.50 ,Thomas Asbridge,PID116,1876
9788412382792,Over The Edge Of The World,5,1st edition,History,$14.25 ,Laurence,PID132,1981
9788412281361,A Beautiful Mind ,5,1st edition,Biography,$13.45 ,Sylvia Nasar,PID101,1998
9788477029281,The Enigma,5,5th edition,Biography,$12 ,Andrew Hodges,PID135,1983
9788418504433,Alexander Hamilton,5,3rd edition,Biography,$14.25 ,Ron Chernow,PID140,2004
9788411288507,Barracoon,5,7th edition,Biography,$17.25 ,Zora Neale Hurston,PID141,2018
9788411121422,CHURCHILL : A Life,5,1st edition,Biography,$16.50 ,MArtin Glibert,PID142,1991
9788413627892,A Tale of Two Cities,5,3rd edition,Historical novel,$14.75 ,Charles Dickens,PID143,1859
